Hunit; float; Count; Total; Proportion 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 7; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 6; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 5; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
1; 4; 71.21; 207; 719 
