Hunit; float; Count; Total; Proportion 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 4; 64.81; 253; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 3; 65.09; 251; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 2; 65.37; 249; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
10; 1; 29.90; 504; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
11; 8; 68.29; 228; 719 
